id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
or_WcjWELDsssk2JruvJcg,café-lutecia-philadelphia-2,Café Lutecia,https://s3-media2.fl.yelpcdn.com/bphoto/_XL4Ijbzh72q_wABeyyxgw/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-lutecia-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,203,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 39.9465999, 'longitude': -75.17958}",['delivery'],$$,"{'address1': '2301 Lombard St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19146', 'country': 'US', 'state': 'PA', 'display_address': ['2301 Lombard St', 'Philadelphia, PA 19146']}",+12157909557,(215) 790-9557,1073.1251656537445
vhDWGF-8BfsxvS7Zo5Wv2w,abe-fisher-philadelphia,Abe Fisher,https://s3-media1.fl.yelpcdn.com/bphoto/zf_bWdH4tkYr_2GFUG2T7A/o.jpg,False,https://www.yelp.com/biz/abe-fisher-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,663,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"{'latitude': 39.9507508654892, 'longitude': -75.1682812760574}",['delivery'],$$$,"{'address1': '1623 Sansom St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['1623 Sansom St', 'Philadelphia, PA 19103']}",+12158670088,(215) 867-0088,419.1154817863144
2-tG52f0k7V1Vin-4GWn6g,her-place-philadelphia,Her Place,https://s3-media3.fl.yelpcdn.com/bphoto/vUd-9xLVhtQhPKeopqEmvg/o.jpg,False,https://www.yelp.com/biz/her-place-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,23,"[{'alias': 'french', 'title': 'French'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'supperclubs', 'title': 'Supper Clubs'}]",4.5,"{'latitude': 39.95074, 'longitude': -75.17016}",[],,"{'address1': '1740 Sansom St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['1740 Sansom St', 'Philadelphia, PA 19103']}",,,349.03659716100344
K0Cw8KXgF23sEji9TnfBkA,le-cavalier-at-the-green-room-wilmington-3,Le Cavalier At The Green Room,https://s3-media2.fl.yelpcdn.com/bphoto/vzX7EPtoFnZ6lszbWj9SFQ/o.jpg,False,https://www.yelp.com/biz/le-cavalier-at-the-green-room-wilmington-3?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,48,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 39.746495, 'longitude': -75.54783}","['pickup', 'delivery']",,"{'address1': '42 W 11th St', 'address2': '', 'address3': None, 'city': 'Wilmington', 'zip_code': '19801', 'country': 'US', 'state': 'DE', 'display_address': ['42 W 11th St', 'Wilmington, DE 19801']}",+13025943154,(302) 594-3154,39559.76573410802
KWMdCTrepsB8YFBC8JBQsA,spring-mill-cafe-conshohocken,Spring Mill Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/kXOwQ2qv5qXcMseQGVQcmw/o.jpg,False,https://www.yelp.com/biz/spring-mill-cafe-conshohocken?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,245,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,"{'latitude': 40.07562, 'longitude': -75.27936}","['pickup', 'delivery']",$$$,"{'address1': '164 Barren Hill Rd', 'address2': '', 'address3': '', 'city': 'Conshohocken', 'zip_code': '19428', 'country': 'US', 'state': 'PA', 'display_address': ['164 Barren Hill Rd', 'Conshohocken, PA 19428']}",+16108282550,(610) 828-2550,16380.805055959949
eygrInIWJF3v9k9sOnyfiQ,the-choice-bryn-mawr,The Choice,https://s3-media3.fl.yelpcdn.com/bphoto/8eG8YGQayBOPxfw9587n4g/o.jpg,False,https://www.yelp.com/biz/the-choice-bryn-mawr?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,68,"[{'alias': 'modern_european', 'title': 'Modern European'}]",4.5,"{'latitude': 40.02230481898, 'longitude': -75.3196960557676}","['pickup', 'delivery']",,"{'address1': '845 W Lancaster Ave', 'address2': '', 'address3': None, 'city': 'Bryn Mawr', 'zip_code': '19010', 'country': 'US', 'state': 'PA', 'display_address': ['845 W Lancaster Ave', 'Bryn Mawr, PA 19010']}",+14843833230,(484) 383-3230,14768.144129080605
zw4lntSaPlrfrVBE057qUA,townsend-wine-bar-philadelphia,Townsend Wine Bar,https://s3-media4.fl.yelpcdn.com/bphoto/YbSgIWm-OT2Q6QUDuLBJ_A/o.jpg,False,https://www.yelp.com/biz/townsend-wine-bar-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,8,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 39.929359008334, 'longitude': -75.1638067513704}",[],,"{'address1': '1623 E Passyunk Ave', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19148', 'country': 'US', 'state': 'PA', 'display_address': ['1623 E Passyunk Ave', 'Philadelphia, PA 19148']}",,,2787.974067160727
4c2g3f516yTu4mZLbYqsmQ,passage-restaurant-philadelphia,Passage Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/9nkbQwhBXR0dnO5zHSmD7w/o.jpg,False,https://www.yelp.com/biz/passage-restaurant-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,21,"[{'alias': 'french', 'title': 'French'}, {'alias': 'ukrainian', 'title': 'Ukrainian'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,"{'latitude': 40.1096357, 'longitude': -75.0251482}","['pickup', 'delivery']",$$,"{'address1': '10783 Bustleton Ave', 'address2': None, 'address3': None, 'city': 'Philadelphia', 'zip_code': '19116', 'country': 'US', 'state': 'PA', 'display_address': ['10783 Bustleton Ave', 'Philadelphia, PA 19116']}",+12675384157,(267) 538-4157,21322.581836931935
dsxkmGJyQlQVca8aa03awg,june-byob-collingswood,June BYOB,https://s3-media4.fl.yelpcdn.com/bphoto/bD-0adVB7cxZtwhylnITdw/o.jpg,False,https://www.yelp.com/biz/june-byob-collingswood?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,65,"[{'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 39.91625, 'longitude': -75.06942}",[],,"{'address1': '690 Haddon Ave', 'address2': None, 'address3': '', 'city': 'Collingswood', 'zip_code': '08108', 'country': 'US', 'state': 'NJ', 'display_address': ['690 Haddon Ave', 'Collingswood, NJ 08108']}",+18562407041,(856) 240-7041,9630.223905467656
OdIBX09glfXNVSyd0RnIeg,monks-cafe-philadelphia-4,Monk's Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/f-ilzb-1CGM-yyv71giSdg/o.jpg,False,https://www.yelp.com/biz/monks-cafe-philadelphia-4?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,2227,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'belgian', 'title': 'Belgian'}]",4.0,"{'latitude': 39.94771, 'longitude': -75.16827}",['delivery'],$$,"{'address1': '264 S 16th St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19102', 'country': 'US', 'state': 'PA', 'display_address': ['264 S 16th St', 'Philadelphia, PA 19102']}",+12155457005,(215) 545-7005,720.4459068079689
Q-prSTdggNlxAEFV88BZOw,tria-cafe-wash-west-philadelphia-2,Tria Cafe Wash West,https://s3-media1.fl.yelpcdn.com/bphoto/Seb49ReGN_7dkpTuLRFWWA/o.jpg,False,https://www.yelp.com/biz/tria-cafe-wash-west-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,780,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.5,"{'latitude': 39.9466238, 'longitude': -75.1609139}","['delivery', 'pickup']",$$,"{'address1': '1137 Spruce St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19107', 'country': 'US', 'state': 'PA', 'display_address': ['1137 Spruce St', 'Philadelphia, PA 19107']}",+12156299200,(215) 629-9200,1184.4396148613894
E4OS_VH-ru2oER7W1Gk8rg,autograph-brasserie-wayne,Autograph Brasserie,https://s3-media3.fl.yelpcdn.com/bphoto/0G9Io9xA1gOcubiqnx_0tQ/o.jpg,False,https://www.yelp.com/biz/autograph-brasserie-wayne?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,285,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 40.0452146999773, 'longitude': -75.40199242944779}",['delivery'],$$$,"{'address1': '503 W Lancaster Ave', 'address2': '', 'address3': '', 'city': 'Wayne', 'zip_code': '19087', 'country': 'US', 'state': 'PA', 'display_address': ['503 W Lancaster Ave', 'Wayne, PA 19087']}",+16109642588,(610) 964-2588,22132.133326876894
8P8HIysyyGbG8_94cG1Jyg,entree-byob-philadelphia,Entree BYOB,https://s3-media4.fl.yelpcdn.com/bphoto/3x_zRI0pHkuTKOV9h9c4hA/o.jpg,False,https://www.yelp.com/biz/entree-byob-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,427,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 39.9440110213116, 'longitude': -75.1691403878396}","['delivery', 'pickup']",$$$,"{'address1': '1608 South St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19146', 'country': 'US', 'state': 'PA', 'display_address': ['1608 South St', 'Philadelphia, PA 19146']}",+12157900330,(215) 790-0330,1100.6357943520873
iWFK7U-wBR-68X0VFrSkNA,booth-house-tavern-new-castle,Booth House Tavern,https://s3-media2.fl.yelpcdn.com/bphoto/JFmnhb1CDlgw0xoR4bZxQw/o.jpg,False,https://www.yelp.com/biz/booth-house-tavern-new-castle?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,18,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.5,"{'latitude': 39.6598987106821, 'longitude': -75.56432309223062}",[],,"{'address1': '222 Delaware St', 'address2': '', 'address3': None, 'city': 'New Castle', 'zip_code': '19720', 'country': 'US', 'state': 'DE', 'display_address': ['222 Delaware St', 'New Castle, DE 19720']}",+13022760753,(302) 276-0753,46856.30447657448
l-KxblON7dXmL6h5oW8vFA,bunha-faun-malvern,Bunha Faun,https://s3-media3.fl.yelpcdn.com/bphoto/gYDdqAiPdXgLT1i5pC5hNw/o.jpg,False,https://www.yelp.com/biz/bunha-faun-malvern?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,34,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 40.0416, 'longitude': -75.53492}",['delivery'],$$$,"{'address1': '152 Lancaster Ave', 'address2': '', 'address3': '', 'city': 'Malvern', 'zip_code': '19355', 'country': 'US', 'state': 'PA', 'display_address': ['152 Lancaster Ave', 'Malvern, PA 19355']}",+16106512836,(610) 651-2836,32481.489559599184
YGp6vEXRRm3DE5GDQJ-WeQ,parc-bistro-skippack,Parc Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/BM66a-Q5F-2Gp_DzeSVrlg/o.jpg,False,https://www.yelp.com/biz/parc-bistro-skippack?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,176,"[{'alias': 'french', 'title': 'French'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'buffets', 'title': 'Buffets'}]",4.0,"{'latitude': 40.22554, 'longitude': -75.40175}",['delivery'],$$$,"{'address1': '4067 Skippack Pike', 'address2': '', 'address3': '', 'city': 'Skippack', 'zip_code': '19473', 'country': 'US', 'state': 'PA', 'display_address': ['4067 Skippack Pike', 'Skippack, PA 19473']}",+16105841146,(610) 584-1146,36023.70047692533
c9LHOEWCXbFyBLh6ytgo3w,charlies-crepes-merchantville,Charlie's Crepes,https://s3-media2.fl.yelpcdn.com/bphoto/BbEZif21DPuozenQ6jgd6w/o.jpg,False,https://www.yelp.com/biz/charlies-crepes-merchantville?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,21,"[{'alias': 'creperies', 'title': 'Creperies'}]",5.0,"{'latitude': 39.9476079092904, 'longitude': -75.0478182195051}",['delivery'],$,"{'address1': '177 S Centre St', 'address2': '', 'address3': None, 'city': 'Merchantville', 'zip_code': '08109', 'country': 'US', 'state': 'NJ', 'display_address': ['177 S Centre St', 'Merchantville, NJ 08109']}",+18563209511,(856) 320-9511,10539.955117032432
Je10gqBQIqSvYNS8XGrYnw,chez-colette-philadelphia,Chez Colette,https://s3-media2.fl.yelpcdn.com/bphoto/ntb1BJHIOLfKMO3-CXHFZQ/o.jpg,False,https://www.yelp.com/biz/chez-colette-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,34,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 39.9507208156525, 'longitude': -75.1689343926239}",['delivery'],$$,"{'address1': '120 S 17th St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['120 S 17th St', 'Philadelphia, PA 19103']}",+12155698300,(215) 569-8300,391.51671886445627
qmxmUc4xzNt3ogaZLH8Eiw,versi-vino-maple-shade,Versi Vino,https://s3-media2.fl.yelpcdn.com/bphoto/8h3qLfk3sCOoi3X-ydUTkw/o.jpg,False,https://www.yelp.com/biz/versi-vino-maple-shade?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,78,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'winetasteclasses', 'title': 'Wine Tasting Classes'}, {'alias': 'newamerican', 'title': 'American (New)'}]",5.0,"{'latitude': 39.942252, 'longitude': -74.995541}",[],$$,"{'address1': '461 Route 38 W', 'address2': '', 'address3': None, 'city': 'Maple Shade', 'zip_code': '08052', 'country': 'US', 'state': 'NJ', 'display_address': ['461 Route 38 W', 'Maple Shade, NJ 08052']}",+18563202812,(856) 320-2812,15029.944844155645
0-PClaUWGphUvuTH8wQ51w,bloomsday-cafe-philadelphia-2,Bloomsday Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/asfV5pGqxIVZSsizDU7L_Q/o.jpg,False,https://www.yelp.com/biz/bloomsday-cafe-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,88,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 39.9428134, 'longitude': -75.1456125}",['delivery'],$$,"{'address1': '414 S 2nd St', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19147', 'country': 'US', 'state': 'PA', 'display_address': ['414 S 2nd St', 'Philadelphia, PA 19147']}",+12673198018,(267) 319-8018,2497.985967445007
6CUkqed0rhHtFwQ2i7Otsw,barcelona-wine-bar-passyunk-philadelphia,Barcelona Wine Bar Passyunk,https://s3-media1.fl.yelpcdn.com/bphoto/medohf9sH5zxBzaDqtf1rw/o.jpg,False,https://www.yelp.com/biz/barcelona-wine-bar-passyunk-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,652,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 39.9281, 'longitude': -75.16527}",['delivery'],$$,"{'address1': '1709 E Passyunk Ave', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19148', 'country': 'US', 'state': 'PA', 'display_address': ['1709 E Passyunk Ave', 'Philadelphia, PA 19148']}",+12155157900,(215) 515-7900,2902.090731890499
05ev984NYfimRN0UiFrxaA,osteria-philadelphia-2,Osteria,https://s3-media3.fl.yelpcdn.com/bphoto/uWqLyxl18HI-4KhAjfaF4w/o.jpg,False,https://www.yelp.com/biz/osteria-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,923,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 39.965015, 'longitude': -75.161076}",['delivery'],$$$,"{'address1': '640 N Broad St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19130', 'country': 'US', 'state': 'PA', 'display_address': ['640 N Broad St', 'Philadelphia, PA 19130']}",+12157630920,(215) 763-0920,1518.2851742594885
ETAxDtQbcCmy5ibQ5Y6Glg,po-le-cucina-spring-house-2,Po Le Cucina,https://s3-media4.fl.yelpcdn.com/bphoto/lajW5-R0CcJLAjRR7I1kMA/o.jpg,False,https://www.yelp.com/biz/po-le-cucina-spring-house-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,115,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'french', 'title': 'French'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 40.178692557231, 'longitude': -75.2263576759209}",['delivery'],$$,"{'address1': '805 N Bethlehem Pike', 'address2': '', 'address3': '', 'city': 'Spring House', 'zip_code': '19002', 'country': 'US', 'state': 'PA', 'display_address': ['805 N Bethlehem Pike', 'Spring House, PA 19002']}",+12676637204,(267) 663-7204,25445.478821240573
ONJBEPNFUv_uTglJOT8ctw,liberté-lounge-philadelphia-2,Liberté Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/G1q2c34JK8dohCaDYaMfBA/o.jpg,False,https://www.yelp.com/biz/libert%C3%A9-lounge-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,86,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'french', 'title': 'French'}]",3.5,"{'latitude': 39.950802, 'longitude': -75.1690105}",['delivery'],$$,"{'address1': '120 S 17th St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['120 S 17th St', 'Philadelphia, PA 19103']}",+12155698300,(215) 569-8300,380.46479720628736
GOSVLhjUT6TnrPhkkmDOpw,vineyards-cafe-philadelphia,Vineyards Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/DLnrCLFxjD26yrENHqvKVA/o.jpg,False,https://www.yelp.com/biz/vineyards-cafe-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,198,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 39.969939, 'longitude': -75.163026}",['delivery'],$,"{'address1': '847 N 16th St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19130', 'country': 'US', 'state': 'PA', 'display_address': ['847 N 16th St', 'Philadelphia, PA 19130']}",+12152323000,(215) 232-3000,1927.0168340676846
5oFcqABGb-y38mB83f7NFg,mish-mish-philadelphia,Mish Mish,https://s3-media4.fl.yelpcdn.com/bphoto/zq3leR5huN0qh5RiiE2wCg/o.jpg,False,https://www.yelp.com/biz/mish-mish-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,15,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 39.9296, 'longitude': -75.16305}",['delivery'],,"{'address1': '1046 Tasker St', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19148', 'country': 'US', 'state': 'PA', 'display_address': ['1046 Tasker St', 'Philadelphia, PA 19148']}",+12677619750,(267) 761-9750,2773.079456672161
lgxwrbvtz-Vqhc-oryi5qQ,ciro-food-and-drink-wilmington,Ciro Food & Drink,https://s3-media1.fl.yelpcdn.com/bphoto/KNEhzMw1cLBMR3hxgsBFeQ/o.jpg,False,https://www.yelp.com/biz/ciro-food-and-drink-wilmington?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,61,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 39.73662, 'longitude': -75.55998}",['delivery'],,"{'address1': '321A Justison St', 'address2': None, 'address3': '', 'city': 'Wilmington', 'zip_code': '19801', 'country': 'US', 'state': 'DE', 'display_address': ['321A Justison St', 'Wilmington, DE 19801']}",+13025436071,(302) 543-6071,41040.958376001676
A4fbwssaFFh60rNYjKGzag,fabrika-fishtown-philadelphia-2,Fabrika Fishtown,https://s3-media2.fl.yelpcdn.com/bphoto/hseYeV8KDv9r_-7zo6ctaQ/o.jpg,False,https://www.yelp.com/biz/fabrika-fishtown-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,68,"[{'alias': 'dinnertheater', 'title': 'Dinner Theater'}]",4.5,"{'latitude': 39.967315, 'longitude': -75.134545}","['delivery', 'pickup']",$$$,"{'address1': '1108 Frankford Ave', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19125', 'country': 'US', 'state': 'PA', 'display_address': ['1108 Frankford Ave', 'Philadelphia, PA 19125']}",+12152030202,(215) 203-0202,3467.881396608709
o69X6XW8QLuluIoGqvtQrA,la-porta-ristorante-media-2,LA Porta Ristorante,https://s3-media4.fl.yelpcdn.com/bphoto/5MGBwhfglur8lRkd4Hk8Sw/o.jpg,False,https://www.yelp.com/biz/la-porta-ristorante-media-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,274,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 39.93888, 'longitude': -75.45988}",['delivery'],$$,"{'address1': '1192 N Middletown Rd', 'address2': '', 'address3': '', 'city': 'Media', 'zip_code': '19063', 'country': 'US', 'state': 'PA', 'display_address': ['1192 N Middletown Rd', 'Media, PA 19063']}",+16103585104,(610) 358-5104,24688.516802550195
_gaOrkYtODrxY0JlWFe-sQ,high-point-cafe-philadelphia,High Point Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/r6QrxtGG5mepkjVF3HOtdA/o.jpg,False,https://www.yelp.com/biz/high-point-cafe-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,119,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.0,"{'latitude': 40.04616, 'longitude': -75.19584}",['delivery'],$,"{'address1': '602 Carpenter Ln', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19119', 'country': 'US', 'state': 'PA', 'display_address': ['602 Carpenter Ln', 'Philadelphia, PA 19119']}",+12158495153,(215) 849-5153,10486.586371432835
